CSDUID,CSDNAME,PRUID,province,area_km2,assigned_ecozone,dominant_ecozone,coverage_pct,in_eab_area,avg_annual_precip_mm,avg_annual_frost_free_days,avg_annual_degree_days_b10
4617050,Dauphin,46,Manitoba,12.474292347500258,Prairie,Yes,100.0,No,487.33900019564084,123.28630794247904,880.0575646936608
4618074,Arborg,46,Manitoba,2.2168147711656454,Boreal Plain,Yes,100.0,No,509.0432832025579,126.23332977294922,903.384521484375
4620048,Swan River,46,Manitoba,6.828684726292227,Boreal Plain,Yes,100.0,No,492.77473886333746,118.99168661381879,797.1349685977963
4622026,Thompson,46,Manitoba,19.288587719776725,Boreal Shield,Yes,100.0,No,505.90615837536444,104.13693531216686,559.8147458603471
4701008,Carnduff,47,Saskatchewan,2.660803145990308,Prairie,Yes,100.0,No,443.180912389673,129.06666564941406,976.7365112304688
4701024,Estevan,47,Saskatchewan,19.264696056250187,Prairie,Yes,100.0,No,409.18226012527765,129.01373324429522,1017.2532237981233
4702047,Weyburn,47,Saskatchewan,19.241285569917522,Prairie,Yes,100.0,No,400.80560384739374,123.7574392356354,971.9635687910159
4703036,Assiniboia,47,Saskatchewan,3.951453796694107,Prairie,Yes,100.0,No,359.67117959150085,119.65788329526212,909.6118971645852
4704048,Maple Creek,47,Saskatchewan,4.33347665617853,Prairie,Yes,100.0,No,349.69134483223826,125.69584261198736,931.6579452670866
4705016,Kipling,47,Saskatchewan,2.567418990559737,Prairie,Yes,100.0,No,459.4910961318394,124.43333435058594,827.3231811523438
4705052,Esterhazy,47,Saskatchewan,5.721842918383948,Prairie,Yes,100.0,No,454.0922793574951,123.74354237218428,853.7528349492565
4706027,Regina,47,Saskatchewan,180.65118616528204,Prairie,Yes,100.0,No,379.0551106986581,122.37121206550044,896.1429824695839
4706030,White City,47,Saskatchewan,7.5280871146146975,Prairie,Yes,100.0,No,378.09129645384,122.46666717529297,865.6909790039062
4706031,Pilot Butte,47,Saskatchewan,5.773346930658696,Prairie,Yes,100.0,No,382.5469415390069,122.20501604421426,871.8760003575277
4706039,Indian Head,47,Saskatchewan,3.0443904296958544,Prairie,Yes,100.0,No,407.9235491589293,122.68032450147912,853.1047772006333
4707037,Caronport,47,Saskatchewan,1.8671029085355548,Prairie,Yes,100.0,No,370.66019002671504,125.5,939.232177734375
4707039,Moose Jaw,47,Saskatchewan,66.33901779245095,Prairie,Yes,100.0,No,372.0279815563716,125.47694110886562,947.4332488757817
4708004,Swift Current,47,Saskatchewan,29.470293519557867,Prairie,Yes,100.0,No,373.9887522974931,125.94304493661932,914.8159135152415
4709012,Yorkton,47,Saskatchewan,36.40909232363196,Prairie,Yes,100.0,No,452.08591701303243,123.36280180235066,826.0369101922568
4710068,Wadena,47,Saskatchewan,2.949974413850404,Prairie,Yes,100.0,No,447.949605624001,117.30000305175781,771.5721435546875
4711066,Saskatoon,47,Saskatchewan,232.0374333729424,Prairie,Yes,100.0,No,352.0281543209201,124.95720024822548,856.7435887424165
4711068,Warman,47,Saskatchewan,13.097150031603446,Prairie,Yes,100.0,No,367.1650089933451,123.86286100953052,832.3777329976306
4711070,Martensville,47,Saskatchewan,14.04161418023198,Prairie,Yes,100.0,No,366.4306158095056,123.97693934304645,834.2992858300753
4711073,Dalmeny,47,Saskatchewan,3.2769527862737253,Prairie,Yes,100.0,No,373.57908852280883,121.38662736175989,819.1519960053035
4711075,Osler,47,Saskatchewan,1.6104272223856955,Prairie,Yes,100.0,No,371.2494698614718,123.0,820.4556884765625
4713051,Macklin,47,Saskatchewan,3.0039618979593765,Prairie,Yes,100.0,No,363.76674222197767,123.01575777153039,775.4548488287465
4714044,Tisdale,47,Saskatchewan,6.391500698255475,Boreal Plain,Yes,100.0,No,456.7790569091947,118.73332977294922,767.1320190429688
4714051,Melfort,47,Saskatchewan,14.772542136065395,Boreal Plain,Yes,100.0,No,424.28851795123177,118.35579192192385,770.6374320929937
4714076,Nipawin,47,Saskatchewan,8.667604885880854,Boreal Plain,Yes,100.0,No,433.71183726078743,119.97347759365552,770.2564498672552
4715008,Humboldt,47,Saskatchewan,13.424879422268388,Prairie,Yes,100.0,No,410.7538347970315,118.53333282470703,774.191650390625
4715028,Waldheim,47,Saskatchewan,1.9230995339583443,Prairie,Yes,100.0,No,393.5244481612584,120.0999984741211,785.6535034179688
4715066,Prince Albert,47,Saskatchewan,69.05927193440765,Boreal Plain,Yes,100.0,No,427.65835065293436,118.9460108685066,763.4941925532388
4715068,Birch Hills,47,Saskatchewan,2.3775931639162398,Boreal Plain,Yes,100.0,No,425.7551752737521,119.63309447782302,764.925910829978
4716029,North Battleford,47,Saskatchewan,33.92501295255652,Prairie,Yes,100.0,No,363.27570216353354,117.37434062000386,771.7533425384865
4717052,Meadow Lake,47,Saskatchewan,12.169662843554601,Boreal Plain,Yes,100.0,No,381.769964295914,109.55951584078517,663.8487777877001
4801006,Medicine Hat,48,Alberta,118.81486463511317,Prairie,Yes,100.0,No,293.9498036404187,132.2645326188455,1000.9710331630102
4802008,Raymond,48,Alberta,7.699995925260704,Prairie,Yes,100.0,No,351.33673103429487,129.2236046972564,851.056435330814
4802009,Stirling,48,Alberta,2.727742078653873,Prairie,Yes,100.0,No,341.0505418261554,129.27058039133766,868.4197601335717
4802012,Lethbridge,48,Alberta,124.23043371989152,Prairie,Yes,100.0,No,341.61829007530594,127.9965580191204,867.5984070105823
4802013,Coalhurst,48,Alberta,3.098198809703219,Prairie,Yes,100.0,No,351.60256480501573,125.79824319824172,859.5256140509783
4802014,Nobleford,48,Alberta,1.8523603654048761,Prairie,Yes,100.0,No,377.10283949125443,124.26667022705078,793.6796875
4802018,Picture Butte,48,Alberta,3.024727931895621,Prairie,Yes,100.0,No,337.8474341765874,126.4000015258789,854.3766479492188
4802019,Coaldale,48,Alberta,13.987812189013551,Prairie,Yes,100.0,No,324.5430615912859,129.46665954589844,888.9655151367188
4802022,Taber,48,Alberta,19.607230974581846,Prairie,Yes,100.0,No,298.9803682147047,133.37670234352623,945.2679336153261
4802029,Vauxhall,48,Alberta,2.697145424702974,Prairie,Yes,100.0,No,296.27582537045015,131.93333435058594,926.0223388671875
4802034,Brooks,48,Alberta,19.397542147729954,Prairie,Yes,100.0,No,309.2718677816139,128.15680014182675,879.7653205421514
4802036,Duchess,48,Alberta,1.9309668402059594,Prairie,Yes,100.0,No,312.9713230498894,125.80498707013848,866.5611139125685
4803002,Magrath,48,Alberta,5.970302519215947,Prairie,Yes,100.0,No,360.73862399483943,128.48152063640373,824.566648701687
4803004,Cardston,48,Alberta,8.573953552974682,Prairie,Yes,100.0,No,437.5259306848761,123.02256418473932,714.5665816249843
4803026,Nanton,48,Alberta,5.142272716115205,Prairie,Yes,100.0,No,414.2082489701491,119.83333587646484,698.5120239257812
4805018,Strathmore,48,Alberta,27.918244231513132,Prairie,Yes,100.0,No,379.7858650372999,122.9000015258789,692.2161812089101
4805048,Three Hills,48,Alberta,6.630076269392306,Prairie,Yes,100.0,No,397.239619072843,122.4341411130993,666.3344871157882
4806006,High River,48,Alberta,22.537865985521996,Prairie,Yes,100.0,No,417.3314521646495,119.23543599741005,675.263225851303
4806012,Okotoks,48,Alberta,38.48585332300943,Prairie,Yes,100.0,No,428.72593201441185,117.46302209709158,637.5088365424344
4806016,Calgary,48,Alberta,836.7533880811487,Prairie,Yes,100.0,No,408.00243987212644,117.62614722607734,616.8836850567983
4806017,Chestermere,48,Alberta,36.41189929968623,Prairie,Yes,100.0,No,388.5323577589358,120.01750394488869,651.1818448855987
4806019,Cochrane,48,Alberta,31.726365162273726,Prairie,Yes,100.0,No,445.4666370879567,109.31995670914384,522.0711114113507
4806021,Airdrie,48,Alberta,84.34905890062245,Prairie,Yes,100.0,No,415.9901015984872,116.97156231983278,572.8995152555634
4806029,Carstairs,48,Alberta,11.726350877206519,Prairie,Yes,100.0,No,434.49097281967994,116.84707610178208,570.3804035494757
4806034,Olds,48,Alberta,14.632160886908569,Prairie,Yes,100.0,No,456.9803683302314,118.03333282470703,572.3848266601562
4807002,Provost,48,Alberta,4.865188035042165,Prairie,Yes,100.0,No,366.7439034210774,122.55203351911508,764.1467514616112
4807026,Stettler,48,Alberta,13.28705782974197,Prairie,Yes,100.0,No,421.40613710353443,124.11014894596761,680.2219166372195
4807054,Wainwright,48,Alberta,12.076966567407819,Prairie,Yes,100.0,No,377.2974892487246,124.00278699802702,724.0162383483766
4808008,Innisfail,48,Alberta,19.59011686837239,Prairie,Yes,100.0,No,473.41817007823147,120.31394100428952,596.044429202567
4808011,Red Deer,48,Alberta,105.26120841598562,Prairie,Yes,100.0,No,458.23284537972035,121.67657584036422,615.7167728378881
4808012,Sylvan Lake,48,Alberta,22.96125486417285,Boreal Plain,Yes,67.42,No,487.1591810153163,117.76189281385017,556.3052521196365
4808024,Eckville,48,Alberta,1.5734927724691945,Boreal Plain,Yes,100.0,No,491.93730279365144,116.0999984741211,548.9838256835938
4808026,Bentley,48,Alberta,2.1903448670731582,Prairie,Yes,100.0,No,468.59331111958403,119.36666870117188,587.0481567382812
4808029,Blackfalds,48,Alberta,16.84288571100851,Prairie,Yes,100.0,No,448.79303696384227,121.63217245102217,622.2618970038249
4808031,Lacombe,48,Alberta,21.32349068965183,Prairie,Yes,100.0,No,440.36655731983734,121.75590724642943,623.3956448940985
4808039,Ponoka,48,Alberta,17.19449851225575,Prairie,Yes,100.0,No,455.57110393805675,122.44862635737313,629.0603071941514
4809015,Rocky Mountain House,48,Alberta,13.471019532640437,Boreal Plain,Yes,100.0,No,517.1184042819426,111.83753630992493,509.6357323731397
4810011,Camrose,48,Alberta,42.447890516317415,Prairie,Yes,100.0,No,401.3619751229334,123.09770816559465,659.0128742160606
4810028,Vegreville,48,Alberta,13.947613852749805,Prairie,Yes,100.0,No,386.7236504097391,123.98168610473384,692.803003819394
4810052,Two Hills,48,Alberta,3.226951620346372,Prairie,Yes,100.0,No,392.7403474543224,123.08762813873116,683.7286635915143
4811002,Wetaskiwin,48,Alberta,19.045989625553847,Prairie,Yes,100.0,No,448.1962356122468,124.15015485669329,654.0499988303665
4811013,Beaumont,48,Alberta,24.184523315787228,Prairie,Yes,100.0,No,433.6970021007142,126.19934107344136,674.4030892677705
4811016,Leduc,48,Alberta,42.250087942878565,Prairie,Yes,100.0,No,441.8559938069304,124.86778971143475,664.253067466009
4811018,Devon,48,Alberta,13.867896539010111,Prairie,Yes,100.0,No,430.33033829318606,126.9851043632588,695.6935743560913
4811019,Calmar,48,Alberta,4.535648309160709,Prairie,Yes,100.0,No,446.8076598825786,126.66666412353516,675.5121459960938
4811048,Stony Plain,48,Alberta,35.04555538199801,Prairie,Yes,98.63,No,430.8802123216974,129.68472367497313,705.0422918145907
4811049,Spruce Grove,48,Alberta,36.57492848321854,Prairie,Yes,100.0,No,425.9180886680375,129.46147700387888,706.3220331054852
4811056,Fort Saskatchewan,48,Alberta,55.610509780608794,Prairie,Yes,100.0,No,414.9052933647772,126.49135205876199,714.9476035078948
4811061,Edmonton,48,Alberta,760.1567465489625,Prairie,Yes,100.0,No,415.4359861465756,127.98846913053964,705.8530505326399
4811062,St. Albert,48,Alberta,47.40673458197555,Prairie,Yes,100.0,No,410.4727717689536,128.75676552274194,715.0212765556979
4811068,Morinville,48,Alberta,10.905280270980693,Prairie,Yes,100.0,No,421.5446953421845,128.36666870117188,686.5258178710938
4812009,Bonnyville,48,Alberta,16.23848570488799,Boreal Plain,Yes,100.0,No,401.08742095785215,118.20234260643039,668.4486673188705
4812018,St. Paul,48,Alberta,9.898629312167598,Boreal Plain,Yes,100.0,No,416.191444989465,116.40814472930782,636.8743417784984
4813019,Barrhead,48,Alberta,8.115510060337861,Boreal Plain,Yes,100.0,No,443.2358688582419,121.67430034174852,641.0802647932943
4815035,Banff,48,Alberta,4.1463904349594545,Montane Cordillera,Yes,100.0,No,475.6581129026898,69.48627573897998,254.341320460771
4817029,Slave Lake,48,Alberta,13.813483519522533,Boreal Plain,Yes,100.0,No,433.5410607866941,120.07308548438661,587.5749338698492
4819009,Beaverlodge,48,Alberta,5.17684670864776,Boreal Plain,Yes,100.0,No,420.7278977379379,112.00951056048783,537.4683057791171
4819012,Grande Prairie,48,Alberta,130.57748606928766,Boreal Plain,Yes,100.0,No,444.8267804462533,116.34970363684872,579.9728390435915
5901012,Fernie,59,British Columbia,15.848526423229622,Montane Cordillera,Yes,100.0,No,778.4131268759119,107.17315478313124,519.42067835132
5901022,Cranbrook,59,British Columbia,32.00836836184978,Montane Cordillera,Yes,100.0,No,435.98192613604186,131.67070800332897,765.5604562867516
5903004,Creston,59,British Columbia,8.414590542655533,Montane Cordillera,Yes,100.0,No,606.2464265936052,164.5235916167849,1049.1195407239848
5903011,Salmo,59,British Columbia,2.475507066883171,Montane Cordillera,Yes,100.0,No,783.8794248153312,152.8333282470703,792.28515625
5903015,Nelson,59,British Columbia,16.008757662799283,Montane Cordillera,Yes,100.0,No,786.086422425853,150.6909020111669,761.0351831900435
5903045,Castlegar,59,British Columbia,23.142591005964697,Montane Cordillera,Yes,100.0,No,705.9339652477831,160.34940217655114,936.6315810084783
5905005,Fruitvale,59,British Columbia,2.6995720762075472,Montane Cordillera,Yes,100.0,No,752.0900969704394,158.36666870117188,916.760009765625
5905009,Montrose,59,British Columbia,1.4607681239723773,Montane Cordillera,Yes,100.0,No,696.1480035334159,161.47546986180254,1030.9306604275598
5905018,Warfield,59,British Columbia,1.8863738427778873,Montane Cordillera,Yes,100.0,No,716.7683559468271,156.6133618855557,923.5792894824489
5907005,Osoyoos,59,British Columbia,10.289445551621581,Montane Cordillera,Yes,100.0,No,309.48035871641935,169.86478083720687,1294.841903032358
5907009,Keremeos,59,British Columbia,2.1730610962986785,Montane Cordillera,Yes,100.0,No,304.20173874942355,150.88774935257845,893.3884989091922
5907014,Oliver,59,British Columbia,6.017940227805539,Montane Cordillera,Yes,100.0,No,303.8416311637327,173.36666870117188,1304.515625
5907041,Penticton,59,British Columbia,47.40733714229865,Montane Cordillera,Yes,100.0,No,322.925855833804,156.7181433730428,968.8137249725586
5909052,Abbotsford,59,British Columbia,385.2262595055366,Pacific Maritime,Yes,100.0,No,1571.3435609922578,233.80153272293643,999.432386097025
5915001,Langley,59,British Columbia,314.5850234151952,Pacific Maritime,Yes,100.0,No,1507.1014929584983,238.55664048083008,991.3848508089177
5915002,Langley,59,British Columbia,10.214201274098741,Pacific Maritime,Yes,100.0,No,1461.5399007599574,239.88552093793925,986.995498824815
5915004,Surrey,59,British Columbia,323.81417268653786,Pacific Maritime,Yes,100.0,No,1326.0461186229732,248.35230766969224,1028.4282096414584
5915007,White Rock,59,British Columbia,5.122478697596236,Pacific Maritime,Yes,100.0,No,1045.733772971457,250.71542910572364,1025.6853022585426
5915011,Delta,59,British Columbia,185.3373559256894,Pacific Maritime,Yes,100.0,No,1087.7445687311822,256.25607580314,1035.1493911545144
5915015,Richmond,59,British Columbia,130.13907435174656,Pacific Maritime,Yes,100.0,No,1151.1624382604336,261.2559136375368,1046.230807744893
5915022,Vancouver,59,British Columbia,115.26644781048857,Pacific Maritime,Yes,100.0,Yes,1391.7272488007923,262.8418374882612,1054.2491286264303
5915025,Burnaby,59,British Columbia,91.02853291961121,Pacific Maritime,Yes,100.0,Yes,1649.509283473351,252.77423069829922,1027.7816047265023
5915029,New Westminster,59,British Columbia,17.524352010414116,Pacific Maritime,Yes,100.0,No,1499.2321007750975,252.24381358401453,1035.2756290015766
5915034,Coquitlam,59,British Columbia,129.39329451970377,Pacific Maritime,Yes,100.0,No,2080.20851698367,231.47038407957132,934.0651880640344
5915039,Port Coquitlam,59,British Columbia,33.656509527519965,Pacific Maritime,Yes,100.0,No,1787.239688639091,241.9255163506917,1006.6738664618481
5915043,Port Moody,59,British Columbia,26.291161109922097,Pacific Maritime,Yes,100.0,No,1987.5922403558654,245.70535067840137,998.0851833347442
5915046,North Vancouver,59,British Columbia,162.8954677717622,Pacific Maritime,Yes,100.0,No,2198.8301098299316,217.00553208923264,797.19272167244
5915051,North Vancouver,59,British Columbia,11.831956063714001,Pacific Maritime,Yes,100.0,No,1747.7197637741888,257.07333345923684,1029.0672615337144
5915055,West Vancouver,59,British Columbia,88.53158316920181,Pacific Maritime,Yes,100.0,No,2033.8726496464678,215.96927957925328,772.2639953179707
5915065,Lions Bay,59,British Columbia,2.5239434590975756,Pacific Maritime,Yes,100.0,No,2007.444389594512,174.1999969482422,547.5054931640625
5917010,Sidney,59,British Columbia,5.119100242522801,Pacific Maritime,Yes,100.0,No,863.3797533486322,251.89999389648438,920.1596304863435
5917015,Central Saanich,59,British Columbia,41.576025778893545,Pacific Maritime,Yes,100.0,No,910.7245763483708,213.0,874.4140184896203
5917021,Saanich,59,British Columbia,107.40177333691035,Pacific Maritime,Yes,100.0,No,842.9803145890547,213.0,857.4567291907797
5917030,Oak Bay,59,British Columbia,10.58053604220229,Pacific Maritime,Yes,100.0,No,708.2236437123365,213.0,864.6042957446855
5917034,Victoria,59,British Columbia,19.564007657844087,Pacific Maritime,Yes,100.0,No,747.3911130720763,213.0,858.5909450693636
5917040,Esquimalt,59,British Columbia,7.115418666209158,Pacific Maritime,Yes,100.0,No,805.8614316998425,213.0,855.8730151049639
5917041,Colwood,59,British Columbia,17.78141452390084,Pacific Maritime,Yes,100.0,No,922.2769356032637,213.0,828.2008548211151
5917044,Langford,59,British Columbia,42.60772826565909,Pacific Maritime,Yes,100.0,No,1047.8699590001877,239.76666259765625,800.6861550788302
5917047,View Royal,59,British Columbia,14.85926130319641,Pacific Maritime,Yes,100.0,No,909.8305442040709,213.0,842.6953125
5919012,Duncan,59,British Columbia,2.07442085956193,Pacific Maritime,Yes,100.0,No,1200.5528800365387,213.0,940.5303344726562
5919016,Lake Cowichan,59,British Columbia,9.750262168111366,Pacific Maritime,Yes,100.0,No,1846.9645726221138,202.23797382165267,661.9521755621817
5919021,Ladysmith,59,British Columbia,12.046943245035903,Pacific Maritime,Yes,100.0,No,1204.0949401922378,233.23596457526358,853.4338176319618
5921007,Nanaimo,59,British Columbia,92.69533170896206,Pacific Maritime,Yes,100.0,No,1028.690486792163,246.07713090477588,932.2495516176642
5921018,Parksville,59,British Columbia,14.567689198852232,Pacific Maritime,Yes,100.0,No,1029.3352336370137,241.11617953232843,915.9092057198699
5921023,Qualicum Beach,59,British Columbia,17.950599727558416,Pacific Maritime,Yes,100.0,No,1085.6527409470511,241.64036926119823,938.4140298531064
5923008,Port Alberni,59,British Columbia,20.108477791942892,Pacific Maritime,Yes,100.0,No,1862.7177705491035,211.35545268076936,801.1352668562083
5926005,Comox,59,British Columbia,16.785874710981727,Pacific Maritime,Yes,100.0,No,1266.8266789488941,224.73411386248043,938.4006501421413
5926010,Courtenay,59,British Columbia,32.53202482033175,Pacific Maritime,Yes,100.0,No,1315.9355398396121,221.45381760758323,917.6772414823089
5927008,Powell River,59,British Columbia,30.92212941285555,Pacific Maritime,Yes,100.0,No,1140.8851899450565,224.01994818345813,916.9522863800653
5929005,Gibsons,59,British Columbia,4.299664201439036,Pacific Maritime,Yes,100.0,No,1410.7831838834989,235.0,993.1590556172537
5933054,Chase,59,British Columbia,4.373826104927095,Montane Cordillera,Yes,100.0,No,512.1555430745464,150.35126027462712,916.3768718204055
5935010,Kelowna,59,British Columbia,259.6724120974077,Montane Cordillera,Yes,100.0,No,374.52092966616584,172.30693697678637,1136.4263549076547
5937014,Vernon,59,British Columbia,115.9601896354203,Montane Cordillera,Yes,100.0,No,439.02114801250406,166.56431530767532,1083.482425936873
5937028,Armstrong,59,British Columbia,5.1642902547341425,Montane Cordillera,Yes,100.0,No,495.9078429244588,166.43333435058594,1099.529541015625
5937033,Enderby,59,British Columbia,4.213821515948111,Montane Cordillera,Yes,100.0,No,553.4481551450225,162.63333129882812,1061.85302734375
5955014,Dawson Creek,59,British Columbia,25.83250499905244,Boreal Plain,Yes,100.0,No,441.9511604286108,115.86954779198238,535.1042247962878
5955034,Fort St. John,59,British Columbia,31.63944339929468,Boreal Plain,Yes,100.0,No,423.9233313388195,117.56818115651939,560.8494422188228
4810039,Lloydminster,47,Saskatchewan,41.58678873302667,Prairie,Yes,100.0,No,393.10247259088305,117.40549879112676,693.4629132697132
4806011,Diamond Valley,48,Alberta,12.683211137057524,Prairie,Yes,100.0,No,493.66792606041736,110.86153440479285,542.1302778693963
